product_name,amazon_price,meesho_price,discount_pct,rating,num_reviews,page_views,conversion_rate,demand_intensity,season,price_difference
StoryWorld Children Pro,48.25,45.22,0.0,4.7,366,345,0.58,2.0,Summer,3.030000000000001
UrbanWear Shoes Premium,256.64,250.6,0.0,4.7,107,108,0.93,1.0,Monsoon,6.039999999999992
HomeEssence Storage Standard,147.88,125.99,0.0,4.7,146,275,0.73,2.01,Monsoon,21.89
ClassicPress Children Plus,66.17,58.94,0.0,4.5,179,187,0.53,0.99,Monsoon,7.230000000000004
AcademiaBooks Comics Plus,99.09,86.95,0.0,3.6,315,209,0.96,2.01,Summer,12.14
StyleHub T-Shirts Pro,274.52,240.92,0.0,3.6,216,387,0.26,1.01,Winter,33.599999999999994
ChicLine Jeans Premium,244.95,225.95,0.0,4.6,214,301,0.33,0.99,Monsoon,19.0
ElectroMax Smartphones Standard,2058.71,1911.66,0.0,5.0,450,164,1.22,2.0,Winter,147.04999999999995
TechPro Laptops Elite,745.35,696.9,20.25,4.3,482,66,1.52,1.0,Summer,48.450000000000045
AcademiaBooks Comics Plus,95.39,88.19,0.0,3.6,315,441,0.45,1.98,Monsoon,7.200000000000003
StoryWorld Children Pro,50.35,45.33,0.0,4.7,366,258,0.39,1.01,Summer,5.020000000000003
TechPro Laptops Elite,771.56,706.54,23.21,4.3,482,280,0.71,1.99,Summer,65.01999999999998
StyleHub T-Shirts Pro,302.11,290.49,0.0,3.6,216,383,0.78,2.99,Monsoon,11.620000000000005
ModernSpace Decor Plus,657.48,602.51,0.0,4.7,461,169,1.78,3.01,Autumn,54.97000000000003
ChicLine Jeans Premium,248.2,236.43,0.0,4.6,214,126,0.79,1.0,Monsoon,11.769999999999982
TrendSet Jackets Premium,87.15,77.02,0.0,4.0,35,490,0.41,2.01,Summer,10.13000000000001
StyleHub Dresses Standard,120.24,104.73,0.0,4.8,48,174,0.57,0.99,Summer,15.509999999999991
ElectroMax Smartwatches Plus,1898.4,1764.03,0.0,4.1,43,412,0.49,2.02,Autumn,134.37000000000012
KitchenPro Decor Plus,212.12,180.52,0.0,4.3,138,370,0.27,1.0,Monsoon,31.599999999999994
HomeEssence Bedding Pro,26.65,23.82,0.0,3.9,487,82,1.22,1.0,Summer,2.8299999999999983
ClassicPress Non-Fiction Plus,46.6,42.11,0.0,4.0,417,223,0.45,1.0,Monsoon,4.490000000000002
DigiCorp Tablets Standard,1858.23,1714.53,0.0,4.9,182,392,0.51,2.0,Autumn,143.70000000000005
TechPro Laptops Elite,1812.96,1727.57,0.0,4.2,498,204,1.47,3.0,Winter,85.3900000000001
ModernSpace Appliances Premium,109.25,106.82,0.0,4.5,299,416,0.48,2.0,Monsoon,2.430000000000007
TrendSet Jeans Standard,356.85,308.75,0.0,4.2,226,254,0.39,0.99,Monsoon,48.10000000000002
AcademiaBooks Comics Plus,99.59,87.89,0.0,3.6,315,387,0.78,3.02,Monsoon,11.700000000000003
TechPro Headphones Plus,1490.41,1375.57,0.0,4.9,362,298,0.34,1.01,Autumn,114.84000000000015
StyleHub Dresses Standard,108.3,102.96,11.56,4.8,48,64,3.12,2.0,Monsoon,5.340000000000003
TechPro Laptops Elite,932.11,894.58,0.0,4.3,482,302,0.33,1.0,Monsoon,37.52999999999997
StoryWorld Children Pro,49.22,47.51,0.0,4.7,366,194,1.03,2.0,Summer,1.7100000000000009
TechPro Laptops Pro,1755.29,1536.63,0.0,3.6,226,449,0.22,0.99,Summer,218.65999999999985
ModernSpace Decor Plus,664.44,576.76,0.0,4.7,461,116,0.86,1.0,Summer,87.68000000000006
ElectroMax Smartwatches Plus,1854.17,1762.3,0.0,4.1,43,451,0.89,4.01,Summer,91.87000000000012
HomeEssence Cookware Elite,405.92,370.55,15.07,3.9,389,407,0.25,1.02,Summer,35.370000000000005
ModernReads Non-Fiction Pro,15.2,13.89,0.0,4.3,357,262,0.38,1.0,Winter,1.3099999999999987
ModernSpace Appliances Premium,101.96,90.2,0.0,4.5,299,349,0.57,1.99,Monsoon,11.759999999999991
ClassicPress Non-Fiction Plus,47.65,44.13,0.0,4.0,417,239,0.84,2.01,Summer,3.519999999999996
KitchenPro Decor Plus,196.63,169.27,0.0,4.3,138,381,0.26,0.99,Monsoon,27.359999999999985
StyleHub Jackets Premium,65.55,57.84,0.0,4.2,291,282,0.71,2.0,Autumn,7.709999999999994
AcademiaBooks Children Premium,67.63,62.63,15.67,3.8,32,493,0.41,2.02,Autumn,4.999999999999993
ModernSpace Storage Plus,363.5,335.6,0.0,4.4,85,229,0.44,1.01,Summer,27.899999999999977
ElectroMax Smartwatches Plus,1940.72,1794.11,0.0,4.1,43,473,0.21,0.99,Monsoon,146.61000000000013
ModernReads Non-Fiction Pro,14.94,13.48,0.0,4.3,357,172,1.16,2.0,Monsoon,1.459999999999999
StyleHub Jackets Elite,275.84,234.78,0.0,3.9,133,121,1.65,2.0,Monsoon,41.059999999999974
DigiCorp Smartphones Standard,601.91,525.65,0.0,4.6,285,311,0.32,1.0,Autumn,76.25999999999999
HomeEssence Bedding Pro,27.75,24.83,0.0,3.9,487,239,0.84,2.01,Summer,2.9200000000000017
HomeEssence Cookware Elite,481.62,449.27,0.0,3.9,389,53,3.77,2.0,Autumn,32.35000000000002
SmartGen Headphones Plus,2222.63,1910.88,0.0,3.6,66,187,0.53,0.99,Monsoon,311.75
StyleHub T-Shirts Pro,279.88,260.77,0.0,3.9,352,391,0.51,1.99,Monsoon,19.110000000000014
ModernSpace Decor Premium,391.65,380.56,0.0,4.4,355,424,0.24,1.02,Autumn,11.089999999999975
HomeEssence Bedding Pro,27.81,25.12,0.0,3.9,487,85,2.35,2.0,Winter,2.6899999999999977
StyleHub T-Shirts Pro,294.01,261.23,0.0,3.9,352,422,0.24,1.01,Autumn,32.77999999999997
ModernSpace Appliances Premium,101.53,87.46,0.0,4.5,299,402,0.25,1.0,Monsoon,14.070000000000007
TechPro Laptops Premium,286.61,278.19,0.0,4.3,122,389,0.26,1.01,Monsoon,8.420000000000016
StoryWorld Comics Standard,18.32,17.11,0.0,4.3,296,427,0.23,0.98,Summer,1.2100000000000009
StyleHub Jackets Elite,263.99,232.06,0.0,3.9,133,245,1.22,2.99,Winter,31.930000000000007
ModernSpace Storage Plus,362.08,316.23,0.0,4.4,85,480,0.21,1.01,Monsoon,45.849999999999966
TechPro Headphones Standard,2204.25,1889.86,0.0,4.1,117,280,0.36,1.01,Winter,314.3900000000001
StoryWorld Children Pro,49.16,45.2,0.0,4.7,366,349,0.57,1.99,Winter,3.9599999999999937
ComfortLiving Decor Plus,609.84,569.28,0.0,4.5,244,212,0.94,1.99,Monsoon,40.56000000000006
ModernReads Non-Fiction Pro,12.19,11.88,19.49,4.3,357,376,0.27,1.02,Autumn,0.3099999999999987
TechPro Laptops Elite,917.11,813.54,7.25,4.3,482,290,0.34,0.99,Summer,103.57000000000005
DigiCorp Tablets Standard,1862.9,1724.17,0.0,4.9,182,304,1.32,4.01,Summer,138.73000000000002
TechPro Laptops Premium,225.5,207.83,19.72,4.3,122,319,0.31,0.99,Autumn,17.669999999999987
ModernSpace Decor Premium,384.51,357.28,0.0,4.4,355,370,0.27,1.0,Autumn,27.230000000000018
TechPro Laptops Elite,954.53,890.37,0.0,4.3,482,59,1.69,1.0,Monsoon,64.15999999999997
TechPro Headphones Plus,1386.69,1345.77,0.0,4.9,362,494,0.4,1.98,Autumn,40.92000000000007
ModernSpace Appliances Premium,110.67,100.57,0.0,4.5,299,154,1.95,3.0,Summer,10.100000000000009
StoryWorld Comics Standard,16.85,14.4,10.63,4.3,296,196,1.02,2.0,Winter,2.450000000000001
TechPro Laptops Pro,1743.6,1550.3,0.0,3.6,226,275,0.73,2.01,Autumn,193.29999999999995
UrbanWear Dresses Premium,221.55,214.51,0.0,4.6,286,326,0.61,1.99,Summer,7.0400000000000205
KitchenPro Storage Pro,38.54,37.26,20.2,4.5,191,137,0.73,1.0,Winter,1.2800000000000011
StyleHub T-Shirts Pro,289.31,260.35,0.0,3.9,352,52,3.85,2.0,Winter,28.95999999999998
TechPro Laptops Pro,1810.52,1639.79,0.0,3.6,226,491,0.41,2.01,Winter,170.73000000000002
HomeEssence Storage Standard,142.8,123.65,0.0,4.7,146,452,0.22,0.99,Summer,19.150000000000006
ModernSpace Appliances Premium,101.98,90.85,0.0,4.5,299,483,0.41,1.98,Winter,11.13000000000001
ClassicPress Children Plus,68.84,60.36,0.0,4.5,179,296,0.68,2.01,Summer,8.480000000000004
StyleHub Dresses Standard,116.16,111.07,0.0,4.8,48,79,3.8,3.0,Monsoon,5.090000000000003
ModernReads Non-Fiction Pro,16.15,14.1,0.0,4.4,377,212,0.94,1.99,Autumn,2.049999999999999
StoryWorld Children Pro,47.22,45.87,0.0,4.7,366,375,0.53,1.99,Monsoon,1.3500000000000014
HomeEssence Cookware Elite,407.16,367.67,15.39,3.9,389,172,1.16,2.0,Monsoon,39.49000000000001
StyleHub Jackets Premium,56.58,54.68,10.41,4.2,291,350,1.43,5.0,Winter,1.8999999999999986
StyleHub T-Shirts Pro,272.23,233.8,8.02,3.6,216,280,1.07,3.0,Monsoon,38.43000000000001
TechPro Laptops Pro,1756.94,1509.41,0.0,3.6,226,397,0.76,3.02,Winter,247.52999999999997
StoryWorld Children Pro,50.25,49.08,0.0,4.7,366,310,0.32,0.99,Autumn,1.1700000000000017
DigiCorp Smartphones Standard,599.11,558.77,0.0,4.6,285,117,0.85,0.99,Winter,40.34000000000003
KitchenPro Storage Pro,46.22,42.84,0.0,4.5,191,194,1.55,3.01,Monsoon,3.3799999999999955
ChicLine Jeans Premium,245.54,238.89,0.0,4.6,214,209,0.96,2.01,Summer,6.650000000000006
TrendSet Dresses Pro,390.93,345.54,0.0,3.8,122,158,2.53,4.0,Summer,45.389999999999986
ModernReads Comics Plus,33.78,30.67,0.0,4.3,10,106,2.83,3.0,Autumn,3.1099999999999994
DigiCorp Tablets Standard,1820.0,1719.8,0.0,4.9,182,392,0.51,2.0,Autumn,100.20000000000005
TechPro Tablets Elite,1542.55,1367.26,0.0,3.6,126,133,0.75,1.0,Winter,175.28999999999996
StyleHub Jackets Elite,276.22,265.75,0.0,3.9,133,55,3.64,2.0,Monsoon,10.470000000000027
StyleHub Jackets Elite,282.87,266.23,0.0,3.9,133,255,0.39,0.99,Monsoon,16.639999999999986
ElectroMax Smartphones Standard,1911.22,1626.14,0.0,5.0,450,213,0.94,2.0,Monsoon,285.0799999999999
ComfortLiving Decor Plus,536.74,510.56,8.27,4.5,244,257,0.39,1.0,Monsoon,26.180000000000007
UrbanWear Dresses Premium,207.1,196.91,0.0,4.6,286,332,0.3,1.0,Autumn,10.189999999999998
StoryWorld Children Pro,49.46,46.15,0.0,4.7,366,346,0.58,2.01,Monsoon,3.3100000000000023
StyleHub Dresses Standard,121.29,104.16,0.0,4.8,48,459,0.22,1.01,Winter,17.13000000000001
KitchenPro Decor Plus,158.87,150.59,23.09,4.3,138,321,0.62,1.99,Monsoon,8.280000000000001
KitchenPro Decor Plus,210.7,196.18,0.0,4.3,138,308,0.65,2.0,Summer,14.519999999999982
StoryWorld Comics Standard,17.64,15.29,0.0,4.3,296,165,0.61,1.01,Winter,2.3500000000000014
StyleHub T-Shirts Pro,258.28,234.84,8.32,3.9,352,381,0.26,0.99,Winter,23.43999999999997
TechPro Headphones Plus,1446.8,1291.72,0.0,4.9,362,403,0.25,1.01,Monsoon,155.07999999999993
TechPro Laptops Pro,1841.59,1680.21,0.0,3.6,226,101,1.98,2.0,Autumn,161.37999999999988
StyleHub T-Shirts Pro,290.5,249.1,0.0,3.6,216,104,0.96,1.0,Monsoon,41.400000000000006
StyleHub Jackets Elite,264.82,225.62,0.0,3.9,133,330,0.3,0.99,Monsoon,39.19999999999999
StyleHub T-Shirts Pro,299.81,258.95,0.0,3.9,352,66,3.03,2.0,Summer,40.860000000000014
TrendSet Dresses Pro,372.06,351.06,0.0,3.8,122,248,0.81,2.01,Summer,21.0
ElectroMax Smartwatches Plus,1797.97,1688.03,0.0,4.1,43,458,0.44,2.02,Summer,109.94000000000005
StyleHub T-Shirts Pro,268.91,261.52,8.73,3.6,216,83,2.41,2.0,Summer,7.390000000000043
TechPro Laptops Premium,280.43,248.95,0.0,4.3,122,354,0.28,0.99,Monsoon,31.480000000000018
DigiCorp Smartphones Standard,582.18,520.86,0.0,4.6,285,430,0.47,2.02,Winter,61.319999999999936
TrendSet Dresses Pro,373.63,328.55,0.0,3.8,122,254,1.18,3.0,Summer,45.079999999999984
TrendSet Dresses Pro,304.07,273.03,22.99,3.8,122,112,1.79,2.0,Monsoon,31.04000000000002
TechPro Headphones Standard,1907.24,1843.68,14.43,4.1,117,75,1.33,1.0,Monsoon,63.559999999999945
KitchenPro Decor Plus,206.88,177.91,0.0,4.3,138,425,0.47,2.0,Monsoon,28.97
StyleHub Dresses Standard,123.23,113.16,0.0,4.8,48,282,0.71,2.0,Winter,10.070000000000007
ClassicPress Non-Fiction Plus,42.91,37.05,11.44,4.0,417,275,0.36,0.99,Summer,5.859999999999999
TrendSet Dresses Pro,392.58,342.96,0.0,3.8,122,67,2.99,2.0,Monsoon,49.620000000000005
TechPro Laptops Pro,1715.71,1463.72,0.0,3.6,226,302,0.33,1.0,Winter,251.99
StyleHub Dresses Standard,123.08,115.95,0.0,4.8,48,73,2.74,2.0,Autumn,7.1299999999999955
UrbanWear Dresses Premium,224.44,197.99,0.0,4.6,286,120,2.5,3.0,Winter,26.44999999999999
AcademiaBooks Textbooks Elite,38.39,36.56,0.0,3.8,252,464,0.22,1.02,Monsoon,1.8299999999999983
UrbanWear Shoes Premium,270.75,238.1,0.0,4.7,107,319,0.63,2.01,Winter,32.650000000000006
DigiCorp Tablets Standard,1816.18,1760.12,0.0,4.9,182,79,3.8,3.0,Summer,56.06000000000017
ChicLine Jeans Premium,250.31,219.44,0.0,4.6,214,94,1.06,1.0,Monsoon,30.870000000000005
DigiCorp Tablets Standard,1766.1,1715.82,0.0,4.9,182,248,0.4,0.99,Summer,50.27999999999997
ClassicPress Children Plus,69.28,61.16,0.0,4.5,179,354,0.56,1.98,Monsoon,8.120000000000005
AcademiaBooks Textbooks Elite,37.6,36.67,0.0,3.8,252,104,1.92,2.0,Monsoon,0.9299999999999997
StyleHub T-Shirts Pro,276.17,247.38,0.0,3.6,216,285,0.35,1.0,Winter,28.79000000000002
ClassicPress Non-Fiction Pro,43.84,37.5,0.0,4.5,125,115,0.87,1.0,Summer,6.340000000000003
HomeEssence Storage Standard,148.67,140.01,0.0,4.7,146,108,4.63,5.0,Summer,8.659999999999997
StoryWorld Children Pro,50.37,45.47,0.0,4.7,366,96,1.04,1.0,Monsoon,4.899999999999999
TechPro Laptops Elite,1793.31,1550.38,0.0,4.2,498,235,1.7,4.0,Winter,242.92999999999984
UrbanWear Dresses Premium,211.85,186.35,0.0,4.6,286,471,0.21,0.99,Autumn,25.5
HomeEssence Decor Pro,471.98,458.86,0.0,4.8,390,83,1.2,1.0,Winter,13.120000000000005
AcademiaBooks Comics Premium,71.28,62.77,0.0,4.1,161,449,0.45,2.02,Winter,8.509999999999998
HomeEssence Bedding Pro,26.82,26.26,0.0,3.9,487,73,2.74,2.0,Summer,0.5599999999999987
ModernReads Non-Fiction Pro,16.0,13.88,0.0,4.4,377,427,0.7,2.99,Summer,2.119999999999999
HomeEssence Bedding Premium,559.34,497.86,0.0,5.0,344,166,1.2,1.99,Monsoon,61.48000000000002
KitchenPro Storage Pro,46.65,41.62,0.0,4.5,191,229,0.44,1.01,Winter,5.030000000000001
TechPro Laptops Pro,1847.56,1604.96,0.0,3.6,226,449,0.67,3.01,Summer,242.5999999999999
ComfortLiving Decor Plus,601.43,580.03,0.0,4.5,244,245,0.41,1.0,Autumn,21.399999999999977
TechPro Tablets Elite,1573.77,1372.21,0.0,3.6,126,287,0.7,2.01,Autumn,201.55999999999995
ComfortLiving Decor Plus,601.28,572.93,0.0,4.5,244,456,0.66,3.01,Monsoon,28.350000000000023
HomeEssence Bedding Pro,26.46,25.9,0.0,3.9,487,259,0.77,1.99,Autumn,0.5600000000000023
KitchenPro Storage Pro,44.73,39.96,0.0,4.5,191,241,1.66,4.0,Monsoon,4.769999999999996
ClassicPress Non-Fiction Plus,45.3,42.94,0.0,4.0,417,125,0.8,1.0,Monsoon,2.3599999999999994
ModernSpace Appliances Premium,105.96,96.06,0.0,4.5,299,377,0.27,1.02,Monsoon,9.899999999999991
ModernSpace Decor Plus,671.09,626.19,0.0,4.7,461,370,0.54,2.0,Winter,44.89999999999998
DigiCorp Tablets Standard,1686.64,1568.71,7.58,4.9,182,88,1.14,1.0,Summer,117.93000000000006
TrendSet Jackets Premium,85.94,75.33,0.0,4.0,35,98,2.04,2.0,Winter,10.61
StyleHub Shoes Pro,52.3,50.57,0.0,4.1,256,76,2.63,2.0,Monsoon,1.7299999999999969
TechPro Headphones Standard,2335.19,2215.59,0.0,4.1,117,305,1.31,4.0,Summer,119.59999999999991
TrendSet Jeans Standard,380.72,345.26,0.0,4.2,226,282,0.35,0.99,Summer,35.460000000000036
ModernReads Non-Fiction Pro,14.99,14.4,0.0,4.3,357,429,0.23,0.99,Winter,0.5899999999999999
DigiCorp Smartphones Standard,609.21,565.43,0.0,4.6,285,429,0.47,2.02,Winter,43.780000000000086
StyleHub T-Shirts Pro,289.02,256.35,0.0,3.9,352,285,1.05,2.99,Monsoon,32.66999999999996
TechPro Headphones Plus,1503.91,1279.46,0.0,4.9,362,320,0.31,0.99,Winter,224.45000000000005
KitchenPro Storage Pro,44.91,39.83,0.0,4.5,191,155,1.29,2.0,Monsoon,5.079999999999998
HomeEssence Bedding Premium,501.98,454.93,12.4,5.0,344,415,0.24,1.0,Autumn,47.05000000000001
HomeEssence Bedding Premium,589.0,540.18,0.0,5.0,344,84,1.19,1.0,Autumn,48.82000000000005
TechPro Laptops Premium,273.36,265.0,0.0,4.3,122,186,1.08,2.01,Winter,8.360000000000014
ComfortLiving Decor Plus,592.82,518.64,0.0,4.5,244,485,0.62,3.01,Winter,74.18000000000006
ChicLine Jeans Premium,221.45,203.85,10.0,4.6,214,263,0.76,2.0,Monsoon,17.599999999999994
UrbanWear Shoes Premium,271.48,232.86,0.0,4.7,107,273,1.1,3.0,Summer,38.620000000000005
ModernSpace Storage Plus,361.82,319.32,0.0,4.4,85,485,0.21,1.02,Autumn,42.5
ModernSpace Storage Plus,311.31,267.26,16.83,4.4,85,133,0.75,1.0,Summer,44.05000000000001
ModernSpace Decor Premium,359.99,322.09,0.0,4.4,355,351,0.28,0.98,Summer,37.900000000000034
TechPro Headphones Standard,2196.43,2080.15,0.0,4.1,117,59,1.69,1.0,Autumn,116.27999999999975
ModernSpace Storage Plus,354.7,313.98,0.0,4.4,85,93,1.08,1.0,Winter,40.71999999999997
DigiCorp Tablets Standard,1867.98,1815.56,0.0,4.9,182,138,2.17,2.99,Monsoon,52.42000000000007
StyleHub Jackets Premium,65.7,60.33,0.0,4.2,291,491,0.41,2.01,Monsoon,5.3700000000000045
StyleHub T-Shirts Pro,299.09,259.56,0.0,3.9,352,492,0.41,2.02,Monsoon,39.52999999999997
TechPro Laptops Pro,1795.6,1743.9,0.0,3.6,226,384,0.52,2.0,Summer,51.69999999999982
StyleHub Shoes Pro,55.77,53.47,0.0,4.1,256,232,0.43,1.0,Summer,2.3000000000000043
TrendSet Jackets Premium,83.73,73.76,0.0,4.0,35,153,1.31,2.0,Autumn,9.969999999999999
StyleHub Jackets Premium,63.62,59.48,0.0,4.2,291,286,1.05,3.0,Monsoon,4.140000000000001
KitchenPro Storage Pro,48.44,41.6,0.0,4.5,191,267,0.37,0.99,Monsoon,6.839999999999996
UrbanWear Shoes Premium,259.67,246.96,0.0,4.7,107,483,0.21,1.01,Monsoon,12.710000000000008
ElectroMax Smartwatches Plus,1835.99,1672.31,0.0,4.1,43,373,0.54,2.01,Monsoon,163.68000000000006
DigiCorp Smartphones Standard,607.64,527.16,0.0,4.6,285,180,0.56,1.01,Summer,80.48000000000002
ModernReads Non-Fiction Pro,14.81,12.95,0.0,4.3,357,351,0.28,0.98,Summer,1.8600000000000012
ChicLine Jeans Premium,253.85,220.13,0.0,4.6,214,466,0.43,2.0,Summer,33.72
DigiCorp Tablets Standard,1844.49,1768.55,0.0,4.9,182,140,0.71,0.99,Monsoon,75.94000000000005
HomeEssence Decor Pro,484.66,422.01,0.0,4.8,390,284,0.7,1.99,Monsoon,62.650000000000034
AcademiaBooks Children Premium,79.0,71.54,0.0,3.8,32,453,0.22,1.0,Monsoon,7.459999999999994
SmartGen Headphones Plus,2252.83,2134.99,0.0,3.6,66,200,1.0,2.0,Winter,117.84000000000015
ModernReads Non-Fiction Pro,16.26,14.21,0.0,4.4,377,450,0.22,0.99,Monsoon,2.0500000000000007
AcademiaBooks Comics Premium,75.88,66.27,0.0,4.1,161,119,1.68,2.0,Autumn,9.61
StyleHub Jackets Elite,280.61,242.44,0.0,3.9,133,167,0.6,1.0,Monsoon,38.170000000000016
KitchenPro Decor Plus,162.34,158.63,16.5,4.3,138,390,0.51,1.99,Autumn,3.710000000000008
ComfortLiving Decor Plus,614.62,599.8,0.0,4.5,244,460,0.43,1.98,Winter,14.82000000000005
DigiCorp Tablets Standard,1841.34,1759.3,0.0,4.9,182,78,2.56,2.0,Winter,82.03999999999996
KitchenPro Decor Plus,203.51,189.2,0.0,4.3,138,188,1.06,1.99,Monsoon,14.310000000000002
ClassicPress Children Plus,68.14,58.99,0.0,4.5,179,192,1.04,2.0,Monsoon,9.149999999999999
ComfortLiving Decor Plus,575.49,499.86,0.0,4.5,244,459,0.44,2.02,Autumn,75.63
AcademiaBooks Textbooks Elite,28.65,24.71,24.97,3.8,252,270,0.37,1.0,Monsoon,3.9399999999999977
TrendSet Dresses Pro,409.18,387.26,0.0,3.8,122,160,0.62,0.99,Summer,21.920000000000016
ModernReads Non-Fiction Pro,15.35,14.59,0.0,4.3,357,466,0.43,2.0,Autumn,0.7599999999999998
ModernReads Comics Plus,32.46,27.84,0.0,4.3,10,391,0.51,1.99,Monsoon,4.620000000000001
ClassicPress Non-Fiction Pro,44.97,40.58,0.0,4.5,125,259,0.77,1.99,Summer,4.390000000000001
UrbanWear Dresses Premium,226.19,212.23,0.0,4.6,286,119,0.84,1.0,Monsoon,13.960000000000008
DigiCorp Tablets Standard,1822.95,1560.83,0.0,4.9,182,167,1.2,2.0,Monsoon,262.1200000000001
TechPro Laptops Elite,969.76,838.88,0.0,4.3,482,204,0.49,1.0,Summer,130.88
TechPro Laptops Elite,966.41,898.01,0.0,4.3,482,482,0.21,1.01,Winter,68.39999999999998
TechPro Headphones Standard,2111.89,1941.93,10.51,4.1,117,301,1.33,4.0,Summer,169.9599999999998
ModernSpace Decor Premium,371.13,344.63,0.0,4.4,355,224,1.34,3.0,Winter,26.5
KitchenPro Decor Plus,199.37,188.34,5.99,4.3,138,158,0.63,1.0,Winter,11.030000000000001
ClassicPress Non-Fiction Plus,47.28,42.75,0.0,4.0,417,384,1.04,3.99,Summer,4.530000000000001
ModernReads Comics Plus,27.95,26.52,14.73,4.3,10,95,1.05,1.0,Winter,1.4299999999999997
StyleHub T-Shirts Pro,280.77,249.1,0.0,3.6,216,77,3.9,3.0,Monsoon,31.669999999999987
StyleHub Jackets Premium,65.91,61.9,0.0,4.2,291,340,0.29,0.99,Monsoon,4.009999999999998
ClassicPress Non-Fiction Plus,47.87,46.61,0.0,4.0,417,289,0.35,1.01,Monsoon,1.259999999999998
DigiCorp Smartphones Standard,494.94,427.03,17.19,4.6,285,154,0.65,1.0,Summer,67.91000000000003
ModernReads Non-Fiction Pro,15.46,14.53,0.0,4.3,357,233,0.43,1.0,Monsoon,0.9300000000000015
TechPro Laptops Premium,262.5,257.12,0.0,4.3,122,499,0.4,2.0,Autumn,5.3799999999999955
TechPro Headphones Standard,2321.24,2058.56,0.0,4.1,117,429,0.47,2.02,Monsoon,262.67999999999984
StyleHub T-Shirts Pro,285.01,259.74,0.0,3.6,216,194,0.52,1.01,Autumn,25.269999999999982
StoryWorld Comics Standard,17.5,15.09,0.0,4.3,296,310,0.32,0.99,Autumn,2.41
StoryWorld Children Pro,48.12,43.21,0.0,4.7,366,452,0.44,1.99,Winter,4.909999999999997
HomeEssence Bedding Premium,513.13,485.69,9.85,5.0,344,261,0.77,2.01,Monsoon,27.439999999999998
AcademiaBooks Comics Plus,79.95,76.75,21.95,3.6,315,99,1.01,1.0,Summer,3.200000000000003
StyleHub Dresses Standard,101.4,87.61,15.62,4.8,48,385,0.26,1.0,Summer,13.790000000000006
KitchenPro Storage Pro,38.51,36.4,20.66,4.5,191,155,1.29,2.0,Monsoon,2.1099999999999994
AcademiaBooks Comics Premium,74.18,69.72,0.0,4.1,161,116,1.72,2.0,Summer,4.460000000000008
ElectroMax Smartwatches Plus,1418.05,1251.66,24.54,4.1,43,493,0.2,0.99,Autumn,166.38999999999987
StyleHub Shoes Pro,53.34,48.7,0.0,4.1,256,96,4.17,4.0,Summer,4.640000000000001
KitchenPro Decor Plus,212.01,200.19,0.0,4.3,138,290,1.03,2.99,Monsoon,11.819999999999993
TechPro Headphones Standard,2358.25,2245.48,0.0,4.1,117,139,0.72,1.0,Monsoon,112.76999999999998
ModernReads Comics Plus,35.53,34.78,0.0,4.3,10,352,0.57,2.01,Winter,0.75
TrendSet Jackets Premium,85.14,72.9,0.0,4.0,35,84,2.38,2.0,Winter,12.239999999999995
TechPro Laptops Elite,995.43,938.62,0.0,4.3,482,240,0.83,1.99,Summer,56.809999999999945
StoryWorld Children Pro,49.28,42.08,0.0,4.7,366,251,0.8,2.01,Winter,7.200000000000003
StoryWorld Comics Standard,17.7,15.76,0.0,4.3,296,123,0.81,1.0,Summer,1.9399999999999995
DigiCorp Tablets Standard,1750.46,1589.92,0.0,4.9,182,409,0.24,0.98,Winter,160.53999999999996
TrendSet Jeans Standard,381.18,332.38,0.0,4.2,226,496,0.2,0.99,Summer,48.80000000000001
TechPro Tablets Elite,1426.33,1385.13,0.0,3.6,126,166,0.6,1.0,Summer,41.19999999999982
AcademiaBooks Comics Premium,71.7,69.62,0.0,4.1,161,484,0.41,1.98,Monsoon,2.0799999999999983
StyleHub Jackets Premium,64.35,58.04,0.0,4.2,291,348,0.29,1.01,Summer,6.309999999999995
HomeEssence Decor Pro,480.91,461.53,0.0,4.8,390,438,0.23,1.01,Monsoon,19.380000000000052
AcademiaBooks Comics Premium,76.33,73.97,0.0,4.1,161,64,3.12,2.0,Winter,2.3599999999999994
TrendSet Dresses Pro,408.73,367.96,0.0,3.8,122,293,0.34,1.0,Monsoon,40.77000000000004
KitchenPro Decor Plus,194.33,182.05,0.0,4.3,138,362,0.83,3.0,Winter,12.280000000000001
UrbanWear Dresses Premium,210.12,201.12,0.0,4.6,286,346,0.29,1.0,Autumn,9.0
TechPro Laptops Premium,234.86,228.56,15.57,4.3,122,250,0.8,2.0,Summer,6.300000000000011
UrbanWear Dresses Premium,212.71,186.17,5.2,4.6,286,408,0.25,1.02,Monsoon,26.54000000000002
HomeEssence Bedding Pro,25.98,24.22,0.0,3.9,487,335,0.6,2.01,Winter,1.7600000000000016
ModernReads Comics Plus,31.33,28.24,6.85,4.3,10,86,2.33,2.0,Monsoon,3.09
ModernSpace Storage Plus,353.18,311.64,0.0,4.4,85,86,3.49,3.0,Summer,41.54000000000002
HomeEssence Decor Pro,462.94,394.97,0.0,4.8,390,317,0.32,1.01,Winter,67.96999999999997
ClassicPress Non-Fiction Plus,45.78,39.9,0.0,4.0,417,307,0.33,1.01,Monsoon,5.880000000000003
AcademiaBooks Comics Plus,94.01,82.31,0.0,3.6,315,380,0.79,3.0,Summer,11.700000000000003
